transaction_id,timestamp,account_id,account_type,account_age_days,account_balance,amount,transaction_type,location,merchant_category,channel,device_type,currency,is_international,ip_address,is_fraud,fraud_type,hour,day_of_week,day_of_month,month,quarter,is_weekend,is_business_hours,amount_log,amount_category,high_risk_merchant,medium_risk_merchant
TXN_00003080,2025-09-26 16:38:29.017445,ACC_000134,PERSONAL,3175,58744.48,773.71,TRANSFER,MA,travel,online,MOBILE,USD,False,192.168.242.175,0,,16,4,26,9,3,0,1,6.652488765777084,medium,0,1
TXN_00004616,2025-09-26 16:48:26.017445,ACC_000031,BUSINESS,2362,52197.5,74.6,DEPOSIT,MI,restaurant,mobile_app,TABLET,USD,False,192.168.36.37,0,,16,4,26,9,3,0,1,4.3254562831854875,micro,0,0
TXN_00005500,2025-09-26 17:21:07.017445,ACC_000390,JOINT,732,52259.05,147.24,PURCHASE,IN,grocery,online,MOBILE,USD,False,192.168.160.208,0,,17,4,26,9,3,0,1,4.998832581977104,small,0,0
TXN_00008253,2025-09-26 17:29:48.017445,ACC_000483,BUSINESS,2339,92941.44,147.89,DEPOSIT,MO,healthcare,branch,MOBILE,EUR,False,192.168.95.146,0,,17,4,26,9,3,0,1,5.003207778267459,small,0,0
TXN_00005226,2025-09-26 17:33:11.017445,ACC_000298,PERSONAL,3076,76592.76,14.64,DEPOSIT,CO,travel,mobile_app,DESKTOP,USD,False,192.168.31.186,0,,17,4,26,9,3,0,1,2.7498317351171653,micro,0,1
TXN_00003262,2025-09-26 17:45:56.017445,ACC_000267,PERSONAL,1012,13382.92,86.53,PURCHASE,FL,grocery,online,POS,USD,False,192.168.237.209,0,,17,4,26,9,3,0,1,4.471981591744346,micro,0,0
TXN_00008328,2025-09-27 00:17:44.017445,ACC_000432,PERSONAL,2800,50772.9,1596.08,PAYMENT,MA,professional_services,mobile_app,DESKTOP,USD,False,192.168.88.33,0,,0,5,27,9,3,1,0,7.375932240886465,large,0,0
TXN_00002200,2025-09-27 05:12:21.017445,ACC_000139,BUSINESS,1749,46626.55,3907.45,PAYMENT,CO,grocery,mobile_app,MOBILE,USD,False,192.168.33.9,0,,5,5,27,9,3,1,0,8.270896154947115,large,0,0
TXN_00006605,2025-09-27 05:40:39.017445,ACC_000154,PERSONAL,2915,52199.9,243.63,PAYMENT,CA,utilities,mobile_app,MOBILE,EUR,False,192.168.233.25,0,,5,5,27,9,3,1,0,5.499746864955492,small,0,0
TXN_00004111,2025-09-27 08:55:31.017445,ACC_000107,PERSONAL,402,7821.52,33.9,PAYMENT,MA,restaurant,online,DESKTOP,USD,False,192.168.152.64,0,,8,5,27,9,3,1,0,3.5524868292083815,micro,0,0
TXN_00005822,2025-09-27 09:52:00.017445,ACC_000146,PERSONAL,1926,22431.29,116.36,PAYMENT,MD,utilities,online,DESKTOP,USD,False,192.168.230.89,0,,9,5,27,9,3,1,0,4.765246133834726,small,0,0
TXN_00000069,2025-09-27 10:06:42.017445,ACC_000049,PERSONAL,1684,40166.9,84.63,WITHDRAWAL,NC,professional_services,mobile_app,DESKTOP,USD,False,192.168.111.91,0,,10,5,27,9,3,1,0,4.450035689038101,micro,0,0
TXN_00003121,2025-09-27 10:23:28.017445,ACC_000128,PERSONAL,3235,16141.49,132.84,DEPOSIT,VA,restaurant,branch,POS,USD,False,192.168.159.176,0,,10,5,27,9,3,1,0,4.896645056678569,small,0,0
TXN_00007656,2025-09-27 10:26:06.017445,ACC_000058,BUSINESS,438,46798.43,1258.16,WITHDRAWAL,VA,retail,online,POS,USD,False,192.168.110.8,0,,10,5,27,9,3,1,0,7.13820011095782,large,0,0
TXN_00003375,2025-09-27 10:35:16.017445,ACC_000453,PERSONAL,1696,4901.62,662.95,TRANSFER,CO,automotive,atm,ATM,USD,False,192.168.185.35,0,,10,5,27,9,3,1,0,6.498206845436337,medium,0,1
TXN_00000611,2025-09-27 11:22:08.017445,ACC_000265,PERSONAL,3303,41284.66,385.87,PAYMENT,NC,restaurant,phone,DESKTOP,EUR,False,192.168.225.213,0,,11,5,27,9,3,1,0,5.9580887192842615,small,0,0
TXN_00009470,2025-09-27 11:47:59.017445,ACC_000194,BUSINESS,2177,19500.26,982.9,PURCHASE,FL,automotive,mobile_app,POS,USD,False,192.168.176.38,0,,11,5,27,9,3,1,0,6.89152426587172,medium,0,1
TXN_00008931,2025-09-27 11:49:52.017445,ACC_000273,PERSONAL,2258,88021.24,6.42,DEPOSIT,CA,utilities,mobile_app,MOBILE,USD,False,192.168.92.2,0,,11,5,27,9,3,1,0,2.004179057179289,micro,0,0
TXN_00000051,2025-09-27 11:51:19.017445,ACC_000426,PERSONAL,610,0.0,1726.19,PURCHASE,GA,retail,online,DESKTOP,USD,True,192.168.62.15,0,,11,5,27,9,3,1,0,7.454251089466375,large,0,0
TXN_00009437,2025-09-27 12:54:27.017445,ACC_000073,PERSONAL,1574,45534.43,53.06,DEPOSIT,FL,grocery,mobile_app,DESKTOP,USD,False,192.168.62.150,0,,12,5,27,9,3,1,0,3.9900945408483017,micro,0,0
TXN_00009334,2025-09-27 13:08:54.017445,ACC_000432,PERSONAL,2800,52537.72,168.74,TRANSFER,MA,retail,online,ATM,USD,False,192.168.23.171,0,,13,5,27,9,3,1,0,5.134267854541531,small,0,0
TXN_00008331,2025-09-27 13:39:04.017445,ACC_000312,JOINT,452,74840.14,278.75,PAYMENT,OH,cryptocurrency,mobile_app,TABLET,USD,False,192.168.52.142,1,WEEKEND_ACTIVITY,13,5,27,9,3,1,0,5.633896347192034,small,1,0
TXN_00007859,2025-09-27 14:21:22.017445,ACC_000441,PERSONAL,3111,68002.1,120.83,WITHDRAWAL,NJ,retail,online,MOBILE,EUR,False,192.168.3.82,0,,14,5,27,9,3,1,0,4.8026266303663165,small,0,0
TXN_00009951,2025-09-27 14:37:57.017445,ACC_000164,JOINT,2507,78550.12,1265.11,PAYMENT,WI,travel,phone,DESKTOP,USD,False,192.168.10.124,0,,14,5,27,9,3,1,0,7.143704486765295,large,0,1
TXN_00004927,2025-09-27 14:43:14.017445,ACC_000406,BUSINESS,2942,315.32,752.4,PURCHASE,MI,restaurant,mobile_app,ATM,USD,False,192.168.54.13,0,,14,5,27,9,3,1,0,6.62459629525794,medium,0,0
TXN_00007574,2025-09-27 15:34:45.017445,ACC_000136,PERSONAL,208,72601.2,91.03,WITHDRAWAL,TX,entertainment,mobile_app,MOBILE,USD,False,192.168.96.3,0,,15,5,27,9,3,1,0,4.522114610850766,micro,0,1
TXN_00001982,2025-09-27 16:17:09.017445,ACC_000061,PERSONAL,2174,42567.84,2477.82,PAYMENT,WI,electronics,mobile_app,DESKTOP,USD,False,192.168.41.71,0,,16,5,27,9,3,1,0,7.815537919475607,large,0,1
TXN_00009979,2025-09-27 16:19:53.017445,ACC_000307,PERSONAL,759,42949.8,66.83,PAYMENT,WI,restaurant,mobile_app,DESKTOP,USD,False,192.168.125.93,0,,16,5,27,9,3,1,0,4.217004574957988,micro,0,0
TXN_00000803,2025-09-27 16:23:20.017445,ACC_000105,PERSONAL,1113,92644.0,111.69,PAYMENT,NC,utilities,atm,POS,USD,False,192.168.106.12,0,,16,5,27,9,3,1,0,4.724640685964258,small,0,0
TXN_00000363,2025-09-27 17:12:08.017445,ACC_000090,PERSONAL,1137,64141.68,293.87,DEPOSIT,FL,automotive,atm,MOBILE,USD,False,192.168.202.139,0,,17,5,27,9,3,1,0,5.686534581246648,small,0,1
TXN_00003016,2025-09-27 17:20:00.017445,ACC_000335,PERSONAL,1293,67458.26,100.94,DEPOSIT,OH,retail,mobile_app,MOBILE,USD,False,192.168.100.55,0,,17,5,27,9,3,1,0,4.624384404911896,small,0,0
TXN_00006513,2025-09-27 17:52:08.017445,ACC_000109,PERSONAL,2942,102270.98,2477.36,PAYMENT,CA,travel,atm,DESKTOP,USD,False,192.168.72.217,0,,17,5,27,9,3,1,0,7.815352330087559,large,0,1
TXN_00003717,2025-09-27 21:14:46.017445,ACC_000052,PERSONAL,968,22862.58,153.96,PURCHASE,GA,retail,branch,DESKTOP,USD,False,192.168.211.226,0,,21,5,27,9,3,1,0,5.043167019098741,small,0,0
TXN_00005361,2025-09-27 21:39:46.017445,ACC_000176,PERSONAL,2515,4098.88,1773.4,DEPOSIT,CA,travel,mobile_app,DESKTOP,USD,False,192.168.251.96,0,,21,5,27,9,3,1,0,7.481217616596103,large,0,1
TXN_00001424,2025-09-27 22:16:00.017445,ACC_000434,PERSONAL,118,39799.63,1487.11,PAYMENT,FL,electronics,online,ATM,USD,False,192.168.85.120,0,,22,5,27,9,3,1,0,7.305262137391922,large,0,1
TXN_00008183,2025-09-27 22:20:57.017445,ACC_000049,PERSONAL,1684,39952.67,129.6,WITHDRAWAL,NC,entertainment,mobile_app,MOBILE,EUR,False,192.168.214.116,0,,22,5,27,9,3,1,0,4.8721392168423305,small,0,1
TXN_00003972,2025-09-27 23:04:59.017445,ACC_000041,PERSONAL,3268,24319.08,3956.17,PAYMENT,NJ,travel,mobile_app,MOBILE,USD,False,192.168.255.58,0,,23,5,27,9,3,1,0,8.28328440230237,large,0,1
TXN_00000085,2025-09-27 23:31:09.017445,ACC_000368,BUSINESS,1933,62026.48,2483.57,PAYMENT,PA,restaurant,online,MOBILE,EUR,False,192.168.49.76,1,WEEKEND_ACTIVITY,23,5,27,9,3,1,0,7.8178548853285115,large,0,0
TXN_00003529,2025-09-28 03:24:03.017445,ACC_000397,PERSONAL,2928,42005.19,28.82,PAYMENT,GA,gambling,mobile_app,DESKTOP,USD,False,192.168.240.207,0,,3,6,28,9,3,1,0,3.3951793093365925,micro,1,0
TXN_00005797,2025-09-28 07:40:26.017445,ACC_000320,PERSONAL,367,73862.52,3745.84,PAYMENT,NC,utilities,phone,TABLET,USD,False,192.168.197.160,0,,7,6,28,9,3,1,0,8.228668097054653,large,0,0
TXN_00009351,2025-09-28 09:11:48.017445,ACC_000052,PERSONAL,968,23849.8,833.26,PAYMENT,GA,restaurant,mobile_app,DESKTOP,GBP,False,192.168.56.72,0,,9,6,28,9,3,1,0,6.726545104374146,medium,0,0
TXN_00007981,2025-09-28 09:15:23.017445,ACC_000149,PERSONAL,1365,83806.02,21.7,TRANSFER,PA,grocery,mobile_app,ATM,USD,False,192.168.106.193,0,,9,6,28,9,3,1,0,3.122364924487357,micro,0,0
TXN_00004701,2025-09-28 09:20:34.017445,ACC_000121,PERSONAL,589,54033.87,10.67,DEPOSIT,WA,utilities,online,ATM,USD,False,192.168.92.20,0,,9,6,28,9,3,1,0,2.4570214462984645,micro,0,0
TXN_00006571,2025-09-28 09:40:44.017445,ACC_000253,PERSONAL,3635,16938.61,330.93,TRANSFER,VA,restaurant,online,POS,USD,True,192.168.80.188,0,,9,6,28,9,3,1,0,5.8049241033124055,small,0,0
TXN_00005172,2025-09-28 09:42:22.017445,ACC_000450,JOINT,1017,4578.59,75.37,PAYMENT,CA,grocery,branch,DESKTOP,EUR,False,192.168.122.103,0,,9,6,28,9,3,1,0,4.335589948900293,micro,0,0
TXN_00005362,2025-09-28 11:30:16.017445,ACC_000436,JOINT,348,41667.05,125.97,PAYMENT,CO,money_transfer,mobile_app,MOBILE,USD,True,192.168.148.143,1,WEEKEND_ACTIVITY,11,6,28,9,3,1,0,4.8439508380817005,small,1,0
TXN_00008454,2025-09-28 12:02:14.017445,ACC_000079,PERSONAL,1647,11870.61,2527.88,DEPOSIT,OH,travel,phone,ATM,USD,False,192.168.25.145,0,,12,6,28,9,3,1,0,7.8355317959593815,large,0,1
TXN_00003713,2025-09-28 12:07:03.017445,ACC_000113,PERSONAL,3565,7275.4,1396.92,PAYMENT,NC,jewelry,mobile_app,DESKTOP,USD,False,192.168.230.10,0,,12,6,28,9,3,1,0,7.2427406965497845,large,1,0
TXN_00002033,2025-09-28 13:03:23.017445,ACC_000151,PERSONAL,3125,38226.89,2246.73,DEPOSIT,CA,jewelry,atm,POS,EUR,False,192.168.231.141,0,,13,6,28,9,3,1,0,7.717676097038622,large,1,0
TXN_00000293,2025-09-28 13:07:49.017445,ACC_000166,PERSONAL,160,19414.88,301.43,DEPOSIT,MD,restaurant,mobile_app,MOBILE,USD,False,192.168.104.222,0,,13,6,28,9,3,1,0,5.71184984573396,small,0,0
TXN_00009282,2025-09-28 13:09:01.017445,ACC_000124,PERSONAL,285,32438.91,10.25,PAYMENT,CO,healthcare,online,POS,USD,False,192.168.221.170,0,,13,6,28,9,3,1,0,2.4203681286504293,micro,0,0
TXN_00006834,2025-09-28 13:35:43.017445,ACC_000493,JOINT,2369,51225.42,1.45,PAYMENT,TN,retail,online,POS,USD,False,192.168.144.162,0,,13,6,28,9,3,1,0,0.8960880245566356,micro,0,0
TXN_00002064,2025-09-28 13:36:46.017445,ACC_000241,PERSONAL,2687,8085.06,24.92,PAYMENT,IN,healthcare,mobile_app,DESKTOP,USD,False,192.168.85.108,0,,13,6,28,9,3,1,0,3.255014871484074,micro,0,0
TXN_00005480,2025-09-28 13:39:51.017445,ACC_000468,PERSONAL,3402,24706.94,986.59,DEPOSIT,TX,electronics,mobile_app,MOBILE,USD,False,192.168.249.204,0,,13,6,28,9,3,1,0,6.895267631862855,medium,0,1
TXN_00004842,2025-09-28 14:16:56.017445,ACC_000199,PERSONAL,2548,32271.22,7.37,DEPOSIT,CA,utilities,atm,DESKTOP,GBP,False,192.168.42.95,0,,14,6,28,9,3,1,0,2.124653884501384,micro,0,0
TXN_00007180,2025-09-28 14:25:31.017445,ACC_000317,PERSONAL,745,73714.09,34.22,TRANSFER,CA,grocery,online,TABLET,USD,False,192.168.6.144,0,,14,6,28,9,3,1,0,3.56161410306806,micro,0,0
TXN_00000954,2025-09-28 14:28:55.017445,ACC_000045,PERSONAL,2996,6003.6,153.48,PAYMENT,TN,grocery,online,TABLET,USD,False,192.168.255.31,0,,14,6,28,9,3,1,0,5.040064638120259,small,0,0
TXN_00000227,2025-09-28 15:05:17.017445,ACC_000479,PERSONAL,1341,4828.99,14.04,DEPOSIT,CO,restaurant,mobile_app,TABLET,USD,True,192.168.226.116,0,,15,6,28,9,3,1,0,2.7107133185216936,micro,0,0
TXN_00009709,2025-09-28 15:05:38.017445,ACC_000040,PERSONAL,3325,34185.13,56.74,WITHDRAWAL,MO,retail,mobile_app,MOBILE,USD,False,192.168.177.196,0,,15,6,28,9,3,1,0,4.055950174234789,micro,0,0
TXN_00008595,2025-09-28 15:07:38.017445,ACC_000236,PERSONAL,1491,28056.41,83.84,PAYMENT,WA,entertainment,online,DESKTOP,USD,False,192.168.192.97,0,,15,6,28,9,3,1,0,4.440767129696482,micro,0,1
TXN_00008967,2025-09-28 15:09:12.017445,ACC_000070,PERSONAL,3422,98081.0,158.62,PAYMENT,NC,utilities,phone,MOBILE,USD,False,192.168.176.125,0,,15,6,28,9,3,1,0,5.072795990447863,small,0,0
TXN_00002583,2025-09-28 16:06:53.017445,ACC_000341,PERSONAL,1160,63288.2,1202.87,PAYMENT,TN,automotive,mobile_app,TABLET,USD,False,192.168.95.132,0,,16,6,28,9,3,1,0,7.09329664661729,large,0,1
TXN_00000634,2025-09-28 17:55:22.017445,ACC_000376,PERSONAL,2519,33511.66,155.45,WITHDRAWAL,CO,entertainment,atm,DESKTOP,USD,False,192.168.250.103,0,,17,6,28,9,3,1,0,5.052736470114891,small,0,1
TXN_00002941,2025-09-28 20:08:19.017445,ACC_000448,BUSINESS,1363,47533.25,847.85,PAYMENT,TX,grocery,atm,MOBILE,EUR,False,192.168.242.189,0,,20,6,28,9,3,1,0,6.743882492256643,medium,0,0
TXN_00000887,2025-09-29 09:13:28.017445,ACC_000363,PERSONAL,1362,14950.96,731.53,TRANSFER,CA,entertainment,mobile_app,DESKTOP,USD,False,192.168.205.75,0,,9,0,29,9,3,0,1,6.596504295683963,medium,0,1
TXN_00003386,2025-09-29 09:28:14.017445,ACC_000080,PERSONAL,3594,60413.43,21.96,PURCHASE,PA,travel,mobile_app,ATM,USD,False,192.168.187.186,0,,9,0,29,9,3,0,1,3.133753571451366,micro,0,1
TXN_00004245,2025-09-29 09:56:38.017445,ACC_000154,PERSONAL,2915,53024.18,1067.91,WITHDRAWAL,CA,healthcare,online,DESKTOP,USD,False,192.168.248.179,0,,9,0,29,9,3,0,1,6.974394716648244,large,0,0
TXN_00001621,2025-09-29 09:57:36.017445,ACC_000452,PERSONAL,1451,67080.85,4.46,TRANSFER,NJ,restaurant,mobile_app,POS,USD,False,192.168.223.71,0,,9,0,29,9,3,0,1,1.6974487897568136,micro,0,0
TXN_00008838,2025-09-29 10:10:12.017445,ACC_000209,PERSONAL,2247,56523.73,52.76,TRANSFER,MA,restaurant,online,DESKTOP,USD,False,192.168.129.185,0,,10,0,29,9,3,0,1,3.984529696214894,micro,0,0
TXN_00009494,2025-09-29 10:26:13.017445,ACC_000312,JOINT,452,75019.58,99.31,DEPOSIT,OH,retail,phone,MOBILE,USD,False,192.168.125.234,0,,10,0,29,9,3,0,1,4.608265390895394,micro,0,0
TXN_00008567,2025-09-29 10:54:47.017445,ACC_000193,PERSONAL,2744,15629.74,538.99,DEPOSIT,OH,grocery,online,DESKTOP,EUR,False,192.168.96.18,0,,10,0,29,9,3,0,1,6.291550620868332,medium,0,0
TXN_00002322,2025-09-29 11:03:17.017445,ACC_000084,PERSONAL,604,98553.75,68.11,DEPOSIT,WI,entertainment,online,DESKTOP,USD,False,192.168.93.108,0,,11,0,29,9,3,0,1,4.235699438103303,micro,0,1
TXN_00009066,2025-09-29 11:19:29.017445,ACC_000245,PERSONAL,2325,62778.43,3708.9,DEPOSIT,TX,utilities,mobile_app,DESKTOP,GBP,False,192.168.82.91,0,,11,0,29,9,3,0,1,8.218760201060313,large,0,0
TXN_00003396,2025-09-29 12:51:00.017445,ACC_000385,BUSINESS,434,18947.49,402.71,PAYMENT,TN,grocery,mobile_app,MOBILE,GBP,False,192.168.155.26,0,,12,0,29,9,3,0,1,6.00069679842156,small,0,0
TXN_00003651,2025-09-29 12:51:55.017445,ACC_000453,PERSONAL,1696,4211.59,27.08,PURCHASE,CO,grocery,branch,TABLET,USD,False,192.168.172.20,0,,12,0,29,9,3,0,1,3.3350575791576103,micro,0,0
TXN_00006833,2025-09-29 12:52:35.017445,ACC_000433,PERSONAL,942,59480.86,6462.43,DEPOSIT,NY,entertainment,mobile_app,POS,USD,False,192.168.57.229,0,,12,0,29,9,3,0,1,8.773915415619717,xlarge,0,1
TXN_00000467,2025-09-29 13:06:15.017445,ACC_000433,PERSONAL,942,53016.07,2.36,WITHDRAWAL,NY,restaurant,branch,MOBILE,EUR,False,192.168.112.151,0,,13,0,29,9,3,0,1,1.2119409739751128,micro,0,0
TXN_00004898,2025-09-29 13:12:32.017445,ACC_000130,PERSONAL,2254,6319.84,194.63,TRANSFER,CO,education,mobile_app,MOBILE,USD,False,192.168.72.252,0,,13,0,29,9,3,0,1,5.276225120073221,small,0,0
TXN_00003056,2025-09-29 13:23:25.017445,ACC_000041,PERSONAL,3268,27625.95,649.3,PAYMENT,NJ,restaurant,online,TABLET,USD,False,192.168.97.43,0,,13,0,29,9,3,0,1,6.477433794875106,medium,0,0
TXN_00007325,2025-09-29 13:40:01.017445,ACC_000112,JOINT,2235,98882.39,37.18,TRANSFER,NJ,professional_services,branch,TABLET,GBP,False,192.168.54.136,0,,13,0,29,9,3,0,1,3.6423118182976015,micro,0,0
TXN_00004731,2025-09-29 14:24:51.017445,ACC_000351,PERSONAL,1952,39108.09,12.21,DEPOSIT,TX,retail,mobile_app,MOBILE,USD,False,192.168.105.98,0,,14,0,29,9,3,0,1,2.580974118534234,micro,0,0
TXN_00001371,2025-09-29 14:44:06.017445,ACC_000192,PERSONAL,2908,39496.94,1903.36,TRANSFER,IN,electronics,branch,TABLET,USD,False,192.168.12.230,0,,14,0,29,9,3,0,1,7.551901273109019,large,0,1
TXN_00007717,2025-09-29 14:49:17.017445,ACC_000190,PERSONAL,3244,18647.44,7269.88,PAYMENT,TX,jewelry,mobile_app,POS,USD,False,192.168.109.198,0,,14,0,29,9,3,0,1,8.891632608594184,xlarge,1,0
TXN_00005244,2025-09-29 15:50:06.017445,ACC_000066,PERSONAL,919,10750.78,174.35,PAYMENT,WA,retail,atm,MOBILE,USD,False,192.168.237.191,0,,15,0,29,9,3,0,1,5.166783976586187,small,0,0
TXN_00000528,2025-09-29 16:23:35.017445,ACC_000448,BUSINESS,1363,47751.39,629.71,WITHDRAWAL,TX,automotive,phone,POS,EUR,False,192.168.240.27,1,OTHER_SUSPICIOUS,16,0,29,9,3,0,1,6.446846168942673,medium,0,1
TXN_00007896,2025-09-29 16:37:48.017445,ACC_000097,PERSONAL,2077,50373.18,513.91,PURCHASE,NJ,grocery,branch,DESKTOP,USD,False,192.168.65.226,0,,16,0,29,9,3,0,1,6.243992128110349,medium,0,0
TXN_00008605,2025-09-29 16:39:47.017445,ACC_000184,PERSONAL,3004,4181.45,81.67,TRANSFER,IL,entertainment,online,DESKTOP,EUR,False,192.168.5.25,0,,16,0,29,9,3,0,1,4.414856779264584,micro,0,1
TXN_00006886,2025-09-29 19:51:38.017445,ACC_000041,PERSONAL,3268,28182.73,92.52,PAYMENT,NJ,entertainment,mobile_app,MOBILE,USD,False,192.168.253.198,0,,19,0,29,9,3,0,0,4.538175317163813,micro,0,1
TXN_00002523,2025-09-29 21:27:54.017445,ACC_000067,PERSONAL,1063,35314.04,260.88,TRANSFER,VA,retail,mobile_app,DESKTOP,USD,False,192.168.53.154,0,,21,0,29,9,3,0,0,5.5678863835728905,small,0,0
TXN_00007018,2025-09-29 22:40:44.017445,ACC_000329,PERSONAL,2855,88438.69,10.53,TRANSFER,NC,jewelry,branch,DESKTOP,EUR,False,192.168.127.83,0,,22,0,29,9,3,0,0,2.4449523342809676,micro,1,0
TXN_00003849,2025-09-29 22:52:33.017445,ACC_000223,PERSONAL,981,62210.86,80.1,PURCHASE,WI,grocery,online,DESKTOP,USD,False,192.168.208.203,0,,22,0,29,9,3,0,0,4.395682961121367,micro,0,0
TXN_00001811,2025-09-29 23:20:43.017445,ACC_000221,PERSONAL,227,101410.58,2602.83,WITHDRAWAL,CO,healthcare,online,DESKTOP,USD,False,192.168.237.148,0,,23,0,29,9,3,0,0,7.864738717019168,large,0,0
TXN_00007826,2025-09-30 00:35:51.017445,ACC_000417,BUSINESS,1205,61069.28,6347.23,DEPOSIT,FL,travel,branch,POS,USD,False,192.168.144.73,0,,0,1,30,9,3,0,0,8.755931312873999,xlarge,0,1
TXN_00002187,2025-09-30 02:29:02.017445,ACC_000389,PERSONAL,3269,22595.41,211.51,DEPOSIT,NY,retail,branch,POS,USD,False,192.168.27.190,0,,2,1,30,9,3,0,0,5.358989046080769,small,0,0
TXN_00007953,2025-09-30 02:29:11.017445,ACC_000353,PERSONAL,1339,59378.36,21.85,PAYMENT,MD,restaurant,online,MOBILE,EUR,False,192.168.51.133,0,,2,1,30,9,3,0,0,3.128951117340214,micro,0,0
TXN_00003643,2025-09-30 09:11:22.017445,ACC_000405,PERSONAL,1049,95167.71,337.38,WITHDRAWAL,CA,entertainment,branch,POS,USD,False,192.168.63.19,0,,9,1,30,9,3,0,1,5.82416952433065,small,0,1
TXN_00009716,2025-09-30 09:28:27.017445,ACC_000241,PERSONAL,2687,8021.74,88.24,DEPOSIT,IN,healthcare,online,DESKTOP,EUR,False,192.168.237.24,0,,9,1,30,9,3,0,1,4.4913293695643315,micro,0,0
TXN_00008921,2025-09-30 10:10:38.017445,ACC_000152,BUSINESS,19,30075.08,317.84,DEPOSIT,NC,restaurant,online,MOBILE,GBP,False,192.168.36.213,0,,10,1,30,9,3,0,1,5.764689409559723,small,0,0
TXN_00000389,2025-09-30 10:34:57.017445,ACC_000189,JOINT,2321,94305.26,8.02,PAYMENT,GA,restaurant,atm,POS,EUR,False,192.168.251.166,0,,10,1,30,9,3,0,1,2.199444334074532,micro,0,0
TXN_00003887,2025-09-30 11:24:43.017445,ACC_000441,PERSONAL,3111,67869.88,11.39,TRANSFER,NJ,entertainment,online,DESKTOP,USD,False,192.168.176.189,0,,11,1,30,9,3,0,1,2.516889695641051,micro,0,1
TXN_00001512,2025-09-30 11:50:23.017445,ACC_000465,PERSONAL,1523,30834.62,123.72,WITHDRAWAL,NY,utilities,phone,DESKTOP,GBP,True,192.168.100.121,0,,11,1,30,9,3,0,1,4.826071224749521,small,0,0
TXN_00003790,2025-09-30 11:53:03.017445,ACC_000236,PERSONAL,1491,28145.21,4.96,PURCHASE,WA,grocery,online,MOBILE,USD,True,192.168.22.15,0,,11,1,30,9,3,0,1,1.7850704810772584,micro,0,0
TXN_00000400,2025-09-30 12:07:42.017445,ACC_000090,PERSONAL,1137,64415.61,19.94,PAYMENT,FL,entertainment,mobile_app,DESKTOP,USD,False,192.168.222.7,0,,12,1,30,9,3,0,1,3.041661205442391,micro,0,1
TXN_00003848,2025-09-30 12:14:12.017445,ACC_000147,PERSONAL,2885,67731.77,3783.69,TRANSFER,VA,travel,phone,DESKTOP,USD,False,192.168.190.42,0,,12,1,30,9,3,0,1,8.23871926027167,large,0,1
TXN_00009170,2025-09-30 13:20:05.017445,ACC_000009,BUSINESS,1699,66896.93,4529.45,TRANSFER,MI,travel,atm,DESKTOP,GBP,False,192.168.151.7,0,,13,1,30,9,3,0,1,8.418576551291757,large,0,1
TXN_00002266,2025-09-30 13:34:18.017445,ACC_000365,PERSONAL,2154,65288.15,1165.6,WITHDRAWAL,WA,professional_services,atm,ATM,USD,False,192.168.47.250,0,,13,1,30,9,3,0,1,7.0618488143195375,large,0,0
TXN_00004199,2025-09-30 14:17:05.017445,ACC_000374,BUSINESS,1497,40622.26,2979.34,TRANSFER,MD,electronics,mobile_app,DESKTOP,USD,False,192.168.45.114,0,,14,1,30,9,3,0,1,7.999792666950961,large,0,1
TXN_00001401,2025-09-30 14:54:27.017445,ACC_000450,JOINT,1017,4676.99,23.03,DEPOSIT,CA,restaurant,mobile_app,MOBILE,USD,False,192.168.207.4,0,,14,1,30,9,3,0,1,3.1793030497483774,micro,0,0
TXN_00009054,2025-09-30 14:57:21.017445,ACC_000056,JOINT,2757,24478.7,294.33,PURCHASE,IL,utilities,atm,DESKTOP,USD,False,192.168.75.101,0,,14,1,30,9,3,0,1,5.688093375191561,small,0,0
TXN_00008696,2025-09-30 15:54:04.017445,ACC_000289,BUSINESS,8,86350.95,9969.4,DEPOSIT,NY,entertainment,online,DESKTOP,USD,False,192.168.69.125,0,,15,1,30,9,3,0,1,9.207375982512167,xlarge,0,1
TXN_00003951,2025-09-30 16:14:07.017445,ACC_000026,BUSINESS,3445,89063.76,7301.88,PAYMENT,IL,travel,mobile_app,DESKTOP,USD,False,192.168.168.10,0,,16,1,30,9,3,0,1,8.896024069881658,xlarge,0,1
TXN_00005768,2025-09-30 16:44:06.017445,ACC_000266,BUSINESS,2385,68293.4604002179,121.19,TRANSFER,MI,automotive,phone,DESKTOP,USD,False,192.168.30.192,1,OTHER_SUSPICIOUS,16,1,30,9,3,0,1,4.805577210328431,small,0,1
TXN_00004311,2025-09-30 16:46:41.017445,ACC_000132,BUSINESS,2044,3185.75,11149.55,DEPOSIT,WI,healthcare,atm,DESKTOP,USD,False,192.168.191.227,0,,16,1,30,9,3,0,1,9.319244103025971,xlarge,0,0
TXN_00001247,2025-09-30 17:25:37.017445,ACC_000320,PERSONAL,367,69373.63,743.05,PAYMENT,NC,retail,mobile_app,MOBILE,GBP,False,192.168.27.2,0,,17,1,30,9,3,0,1,6.612108236876059,medium,0,0
TXN_00006808,2025-09-30 17:51:40.017445,ACC_000271,PERSONAL,235,26962.33,7.58,PAYMENT,VA,utilities,mobile_app,MOBILE,USD,False,192.168.178.23,0,,17,1,30,9,3,0,1,2.149433913499871,micro,0,0
