transaction_id,amount,timestamp,account_id,transaction_type,location,device,risk_score,is_fraudulent,status
TX-20260511-000237,1592.06,2026-03-26 08:50:33,ACC-1809,Deposit,New York,Mobile,4.7,False,approved
TX-20260511-000238,3998.87,2026-03-04 07:50:33,ACC-1465,Withdrawal,Dubai,Tablet,7.7,False,approved
TX-20260511-000239,687.07,2026-03-23 14:50:33,ACC-1962,Withdrawal,London,Tablet,3.4,False,approved
TX-20260511-000240,33887.46,2026-04-11 19:50:33,ACC-1025,Refund,Sydney,Mobile,22.2,False,approved
TX-20260511-000241,31437.04,2026-02-22 03:50:33,ACC-1663,Payment,Paris,Tablet,18.3,False,approved
TX-20260511-000242,1167.68,2026-04-02 14:50:33,ACC-1418,Payment,Tokyo,Desktop,18.2,False,approved
TX-20260511-000243,3099.94,2026-05-07 01:50:33,ACC-1504,Payment,London,Desktop,4.9,False,approved
TX-20260511-000244,303.07,2026-03-04 06:50:33,ACC-1397,Deposit,Mumbai,Tablet,4.6,False,approved
TX-20260511-000245,899.95,2026-02-10 17:50:33,ACC-1429,Refund,Tokyo,Mobile,41.3,False,reviewing
TX-20260511-000246,214.39,2026-02-17 07:50:33,ACC-1853,Deposit,Toronto,Mobile,12.7,False,approved
TX-20260511-000247,2475.4,2026-04-06 09:50:33,ACC-1706,Withdrawal,Singapore,Mobile,9.9,False,approved
TX-20260511-000248,16712.46,2026-03-16 03:50:33,ACC-1875,Withdrawal,London,Tablet,12.0,False,approved
TX-20260511-000249,1038.19,2026-03-24 17:50:33,ACC-1923,Purchase,Mumbai,Desktop,10.7,False,approved
TX-20260511-000250,288.03,2026-03-22 02:50:33,ACC-1194,Payment,Paris,Desktop,20.2,False,approved
TX-20260511-000251,1635.05,2026-02-16 04:50:33,ACC-1657,Purchase,Toronto,Desktop,29.5,False,approved
TX-20260511-000252,1001.54,2026-05-05 00:50:33,ACC-1249,Transfer,Toronto,Desktop,47.3,False,reviewing
TX-20260511-000253,2056.42,2026-05-02 17:50:33,ACC-1212,Refund,Singapore,Desktop,3.6,False,approved
TX-20260511-000254,14718.39,2026-03-30 06:50:33,ACC-1807,Refund,New York,Mobile,16.7,False,approved
TX-20260511-000255,3566.74,2026-04-23 06:50:33,ACC-1553,Withdrawal,Tokyo,Desktop,30.0,False,approved
TX-20260511-000256,22748.8,2026-02-16 10:50:33,ACC-1134,Payment,Mumbai,Desktop,24.7,False,approved
TX-20260511-000257,13946.22,2026-02-25 00:50:33,ACC-1016,Transfer,Dubai,Desktop,40.6,False,reviewing
TX-20260511-000258,456.46,2026-04-24 11:50:33,ACC-1431,Refund,London,Tablet,11.1,False,approved
TX-20260511-000259,148592.98,2026-05-02 19:50:33,ACC-1459,Withdrawal,Sydney,Tablet,100.0,True,critical
TX-20260511-000260,2809.23,2026-04-27 20:50:33,ACC-1515,Transfer,Toronto,Desktop,8.0,False,approved
TX-20260511-000261,8285.41,2026-02-15 18:50:33,ACC-1308,Deposit,New York,Desktop,23.9,False,approved
TX-20260511-000262,362.22,2026-03-10 22:50:33,ACC-1436,Purchase,London,Mobile,13.4,False,approved
TX-20260511-000263,6320.48,2026-03-16 08:50:33,ACC-1920,Payment,Mumbai,Tablet,33.4,False,approved
TX-20260511-000264,2252.27,2026-04-23 08:50:33,ACC-1129,Withdrawal,Toronto,Tablet,10.8,False,approved
TX-20260511-000265,1541.33,2026-02-25 17:50:33,ACC-1729,Withdrawal,Shanghai,Tablet,13.9,False,approved
TX-20260511-000266,393.78,2026-03-05 01:50:33,ACC-1464,Refund,Toronto,Mobile,20.5,False,approved
TX-20260511-000267,7174.26,2026-04-28 12:50:33,ACC-1117,Purchase,Sydney,Tablet,17.0,False,approved
TX-20260511-000268,18671.55,2026-04-13 21:50:33,ACC-1462,Transfer,Shanghai,Mobile,14.7,False,approved
TX-20260511-000269,1069.4,2026-03-13 22:50:33,ACC-1425,Purchase,London,Mobile,27.0,False,approved
TX-20260511-000270,239.19,2026-03-18 00:50:33,ACC-1681,Withdrawal,Mumbai,Desktop,0.1,False,approved
TX-20260511-000271,213.17,2026-02-12 19:50:33,ACC-1068,Payment,London,Desktop,4.4,False,approved
TX-20260511-000272,661.02,2026-03-17 07:50:33,ACC-1762,Purchase,Mumbai,Desktop,13.9,False,approved
TX-20260511-000273,942.28,2026-03-01 09:50:33,ACC-1600,Refund,Sydney,Mobile,6.3,False,approved
TX-20260511-000274,1126.84,2026-02-15 07:50:33,ACC-1420,Withdrawal,Shanghai,Tablet,13.6,False,approved
TX-20260511-000275,9924.74,2026-05-05 01:50:33,ACC-1614,Withdrawal,Mumbai,Desktop,17.5,False,approved
TX-20260511-000276,2383.24,2026-02-26 18:50:33,ACC-1217,Transfer,Paris,Desktop,10.1,False,approved
TX-20260511-000277,1108.63,2026-04-27 23:50:33,ACC-1865,Refund,Mumbai,Desktop,1.1,False,approved
TX-20260511-000278,1597.51,2026-04-05 16:50:33,ACC-1231,Deposit,Sydney,Tablet,25.9,False,approved
TX-20260511-000279,2550.2,2026-02-21 13:50:33,ACC-1658,Refund,New York,Tablet,4.3,False,approved
TX-20260511-000280,127076.85,2026-02-15 12:50:33,ACC-1273,Payment,Tokyo,Mobile,56.8,False,reviewing
TX-20260511-000281,6029.57,2026-02-11 01:50:33,ACC-1943,Withdrawal,Mumbai,Desktop,37.4,False,approved
TX-20260511-000282,2615.83,2026-04-18 06:50:33,ACC-1579,Purchase,Shanghai,Desktop,9.1,False,approved
TX-20260511-000283,12309.36,2026-04-22 11:50:33,ACC-1648,Payment,London,Tablet,17.8,False,approved
TX-20260511-000284,102.67,2026-03-05 04:50:33,ACC-1385,Deposit,Paris,Mobile,33.4,False,approved
TX-20260511-000285,798.27,2026-04-20 23:50:33,ACC-1319,Purchase,Mumbai,Tablet,0.9,False,approved
TX-20260511-000286,6374.76,2026-02-24 08:50:33,ACC-1904,Payment,Tokyo,Desktop,28.7,False,approved
TX-20260511-000287,2205.99,2026-02-21 09:50:33,ACC-1690,Payment,Dubai,Mobile,11.7,False,approved
TX-20260511-000288,844.41,2026-02-15 21:50:33,ACC-1497,Refund,Paris,Mobile,13.8,False,approved
TX-20260511-000289,2944.17,2026-04-07 04:50:33,ACC-1773,Refund,London,Mobile,8.6,False,approved
TX-20260511-000290,131979.07,2026-03-17 07:50:33,ACC-1290,Purchase,Toronto,Mobile,82.7,True,flagged
TX-20260511-000291,1344.39,2026-03-04 13:50:33,ACC-1315,Payment,Singapore,Mobile,13.7,False,approved
TX-20260511-000292,7229.91,2026-02-24 09:50:33,ACC-1007,Transfer,Dubai,Desktop,5.3,False,approved
TX-20260511-000293,15725.76,2026-04-24 02:50:33,ACC-1296,Withdrawal,London,Desktop,16.8,False,approved
TX-20260511-000294,13531.58,2026-03-08 11:50:33,ACC-1440,Transfer,Tokyo,Mobile,18.6,False,approved
TX-20260511-000295,29659.36,2026-03-03 12:50:33,ACC-1235,Refund,Sydney,Tablet,12.3,False,approved
TX-20260511-000296,2320.0,2026-03-27 08:50:33,ACC-1406,Purchase,New York,Mobile,34.6,False,approved
TX-20260511-000297,3714.76,2026-05-08 20:50:33,ACC-1943,Payment,Mumbai,Tablet,34.0,False,approved
TX-20260511-000298,2124.79,2026-03-17 16:50:33,ACC-1414,Purchase,Shanghai,Mobile,15.6,False,approved
TX-20260511-000299,2996.27,2026-04-26 22:50:33,ACC-1021,Withdrawal,Tokyo,Tablet,6.8,False,approved
TX-20260511-000300,1658.37,2026-03-13 12:50:33,ACC-1941,Withdrawal,London,Mobile,33.3,False,approved
TX-20260511-000301,1090.46,2026-04-28 03:50:33,ACC-1446,Refund,Shanghai,Tablet,14.4,False,approved
TX-20260511-000302,1525.92,2026-04-30 22:50:33,ACC-1891,Withdrawal,Mumbai,Desktop,32.2,False,approved
TX-20260511-000303,3988.36,2026-03-30 05:50:33,ACC-1078,Refund,London,Tablet,6.8,False,approved
TX-20260511-000304,1450.7,2026-03-07 04:50:33,ACC-1927,Withdrawal,Mumbai,Tablet,45.7,False,reviewing
TX-20260511-000305,3610.87,2026-02-18 06:50:33,ACC-1241,Payment,Tokyo,Mobile,3.4,False,approved
TX-20260511-000306,31203.52,2026-04-16 05:50:33,ACC-1616,Transfer,London,Desktop,34.9,False,approved
TX-20260511-000307,2700.99,2026-02-19 19:50:33,ACC-1475,Refund,Toronto,Mobile,42.5,False,reviewing
TX-20260511-000308,471.16,2026-02-12 16:50:33,ACC-1658,Purchase,Toronto,Mobile,3.5,False,approved
TX-20260511-000309,2283.33,2026-02-20 00:50:33,ACC-1154,Deposit,London,Mobile,24.4,False,approved
TX-20260511-000310,5688.83,2026-03-15 14:50:33,ACC-1310,Withdrawal,Toronto,Desktop,8.2,False,approved
TX-20260511-000311,4293.95,2026-03-26 18:50:33,ACC-1075,Withdrawal,Paris,Mobile,6.4,False,approved
TX-20260511-000312,17072.57,2026-05-07 09:50:33,ACC-1377,Withdrawal,London,Tablet,27.3,False,approved
TX-20260511-000313,739.52,2026-04-29 15:50:33,ACC-1608,Refund,Shanghai,Mobile,8.7,False,approved
TX-20260511-000314,129744.1,2026-02-25 17:50:33,ACC-1977,Purchase,New York,Mobile,64.9,False,reviewing
TX-20260511-000315,248.48,2026-02-26 14:50:33,ACC-1192,Withdrawal,Toronto,Mobile,6.9,False,approved
TX-20260511-000316,1710.75,2026-03-08 06:50:33,ACC-1980,Payment,Paris,Desktop,1.2,False,approved
TX-20260511-000317,3087.02,2026-03-28 12:50:33,ACC-1086,Refund,Tokyo,Desktop,19.0,False,approved
TX-20260511-000318,34792.92,2026-04-09 12:50:33,ACC-1448,Deposit,Sydney,Tablet,16.9,False,approved
TX-20260511-000319,28326.65,2026-02-22 05:50:33,ACC-1372,Withdrawal,Dubai,Mobile,21.1,False,approved
TX-20260511-000320,11340.18,2026-03-20 00:50:33,ACC-1695,Refund,New York,Tablet,41.8,False,reviewing
TX-20260511-000321,226.63,2026-02-18 00:50:33,ACC-1067,Withdrawal,London,Tablet,6.0,False,approved
TX-20260511-000322,121591.12,2026-02-13 22:50:33,ACC-1290,Withdrawal,Toronto,Desktop,81.5,True,flagged
TX-20260511-000323,1416.86,2026-03-30 08:50:33,ACC-1596,Purchase,Tokyo,Mobile,22.1,False,approved
TX-20260511-000324,2964.89,2026-04-01 14:50:33,ACC-1715,Purchase,Shanghai,Desktop,6.4,False,approved
TX-20260511-000325,524.5,2026-02-23 12:50:33,ACC-1960,Payment,Dubai,Tablet,28.0,False,approved
TX-20260511-000326,2057.47,2026-03-23 14:50:33,ACC-1810,Withdrawal,Tokyo,Tablet,6.2,False,approved
TX-20260511-000327,1071.72,2026-02-10 11:50:33,ACC-1701,Refund,London,Tablet,38.4,False,approved
TX-20260511-000328,11836.63,2026-02-14 21:50:33,ACC-1520,Withdrawal,New York,Mobile,26.3,False,approved
TX-20260511-000329,6827.99,2026-04-02 05:50:33,ACC-1973,Transfer,Mumbai,Mobile,36.2,False,approved
TX-20260511-000330,38274.7,2026-04-17 03:50:33,ACC-1140,Transfer,London,Mobile,28.4,False,approved
TX-20260511-000331,23735.27,2026-04-28 18:50:33,ACC-1789,Refund,Sydney,Desktop,41.2,False,reviewing
TX-20260511-000332,1802.41,2026-02-16 00:50:33,ACC-1897,Refund,Tokyo,Tablet,28.9,False,approved
TX-20260511-000333,111311.84,2026-03-24 06:50:33,ACC-1166,Transfer,Toronto,Desktop,71.7,False,flagged
TX-20260511-000334,2136.94,2026-03-16 09:50:33,ACC-1420,Withdrawal,Singapore,Mobile,24.6,False,approved
TX-20260511-000335,482.13,2026-02-22 01:50:33,ACC-1770,Purchase,Paris,Desktop,9.4,False,approved
TX-20260511-000336,1754.36,2026-03-04 03:50:33,ACC-1316,Deposit,Singapore,Mobile,12.5,False,approved
TX-20260511-000337,142.59,2026-02-13 16:50:33,ACC-1451,Deposit,Dubai,Mobile,20.4,False,approved
TX-20260511-000338,417.03,2026-03-07 18:50:33,ACC-1428,Transfer,Singapore,Tablet,1.4,False,approved
TX-20260511-000339,17991.73,2026-04-24 02:50:33,ACC-1053,Purchase,Paris,Mobile,28.3,False,approved
TX-20260511-000340,15314.71,2026-03-02 07:50:33,ACC-1728,Refund,London,Mobile,32.5,False,approved
TX-20260511-000341,2524.76,2026-05-01 05:50:33,ACC-1279,Deposit,Sydney,Desktop,12.5,False,approved
TX-20260511-000342,314048.01,2026-03-17 08:50:33,ACC-1969,Transfer,Paris,Mobile,86.6,True,critical
TX-20260511-000343,5019.59,2026-05-07 21:50:33,ACC-1054,Deposit,Sydney,Mobile,11.1,False,approved
TX-20260511-000344,21491.55,2026-04-10 22:50:33,ACC-1083,Withdrawal,Singapore,Desktop,47.9,False,reviewing
TX-20260511-000345,5761.51,2026-04-01 07:50:33,ACC-1859,Purchase,Mumbai,Desktop,11.6,False,approved
TX-20260511-000346,23510.57,2026-04-24 09:50:33,ACC-1293,Deposit,Tokyo,Tablet,35.5,False,approved
TX-20260511-000347,9561.73,2026-03-11 20:50:33,ACC-1630,Payment,London,Desktop,7.4,False,approved
TX-20260511-000348,2868.86,2026-04-09 04:50:33,ACC-1855,Transfer,Sydney,Tablet,7.2,False,approved
TX-20260511-000349,17310.93,2026-02-22 18:50:33,ACC-1433,Payment,Dubai,Desktop,12.3,False,approved
TX-20260511-000350,526.71,2026-04-03 07:50:33,ACC-1048,Transfer,Shanghai,Tablet,26.2,False,approved
TX-20260511-000351,4811.84,2026-02-20 20:50:33,ACC-1064,Payment,Paris,Tablet,26.8,False,approved
TX-20260511-000352,1478.0,2026-03-04 10:50:33,ACC-1647,Refund,Toronto,Desktop,4.1,False,approved
TX-20260511-000353,5012.83,2026-04-23 01:50:33,ACC-1439,Payment,Toronto,Mobile,24.6,False,approved
TX-20260511-000354,128.67,2026-04-10 16:50:33,ACC-1426,Transfer,London,Tablet,6.8,False,approved
TX-20260511-000355,4364.51,2026-03-26 08:50:33,ACC-1976,Refund,Sydney,Tablet,40.5,False,reviewing
TX-20260511-000356,426.34,2026-03-07 17:50:33,ACC-1020,Deposit,Paris,Desktop,30.1,False,approved
TX-20260511-000357,308.31,2026-02-18 22:50:33,ACC-1382,Withdrawal,New York,Mobile,10.7,False,approved
TX-20260511-000358,15400.81,2026-05-02 23:50:33,ACC-1246,Purchase,London,Tablet,7.8,False,approved
TX-20260511-000359,2340.66,2026-03-30 06:50:33,ACC-1045,Withdrawal,Sydney,Mobile,37.8,False,approved
TX-20260511-000360,465.91,2026-02-18 05:50:33,ACC-1850,Purchase,Paris,Tablet,19.9,False,approved
TX-20260511-000361,7660.81,2026-03-10 14:50:33,ACC-1186,Transfer,London,Tablet,13.4,False,approved
TX-20260511-000362,1448.93,2026-03-14 09:50:33,ACC-1300,Transfer,New York,Desktop,34.9,False,approved
TX-20260511-000363,74.99,2026-05-06 00:50:33,ACC-1955,Withdrawal,Sydney,Mobile,43.7,False,reviewing
TX-20260511-000364,3722.12,2026-03-02 19:50:33,ACC-1259,Payment,Singapore,Mobile,3.4,False,approved
TX-20260511-000365,241.91,2026-03-27 09:50:33,ACC-1886,Purchase,Mumbai,Mobile,10.7,False,approved
TX-20260511-000366,7473.82,2026-04-25 23:50:33,ACC-1447,Deposit,Paris,Mobile,34.0,False,approved
TX-20260511-000367,613.93,2026-03-29 05:50:33,ACC-1508,Purchase,Paris,Mobile,13.3,False,approved
TX-20260511-000368,6773.84,2026-03-06 02:50:33,ACC-1820,Payment,Shanghai,Desktop,23.0,False,approved
TX-20260511-000369,753.15,2026-03-16 15:50:33,ACC-1842,Transfer,Sydney,Mobile,33.3,False,approved
TX-20260511-000370,1520.23,2026-03-31 07:50:33,ACC-1081,Withdrawal,Dubai,Mobile,10.8,False,approved
TX-20260511-000371,3298.58,2026-03-14 15:50:33,ACC-1734,Deposit,Tokyo,Tablet,48.7,False,reviewing
TX-20260511-000372,10496.29,2026-03-15 23:50:33,ACC-1457,Payment,Mumbai,Tablet,19.2,False,approved
TX-20260511-000373,45390.54,2026-03-17 02:50:33,ACC-1654,Payment,London,Tablet,31.2,False,approved
TX-20260511-000374,2012.33,2026-02-18 22:50:33,ACC-1372,Refund,Tokyo,Desktop,26.9,False,approved
TX-20260511-000375,1391.98,2026-04-22 15:50:33,ACC-1694,Deposit,New York,Desktop,22.1,False,approved
TX-20260511-000376,9748.32,2026-05-03 03:50:33,ACC-1797,Purchase,Mumbai,Mobile,12.1,False,approved
TX-20260511-000377,1657.16,2026-03-22 16:50:33,ACC-1033,Refund,Tokyo,Tablet,10.1,False,approved
TX-20260511-000378,17281.14,2026-03-14 23:50:33,ACC-1380,Deposit,London,Tablet,33.6,False,approved
TX-20260511-000379,62475.88,2026-04-23 18:50:33,ACC-1375,Deposit,Mumbai,Tablet,31.7,False,approved
TX-20260511-000380,3173.32,2026-04-06 03:50:33,ACC-1983,Payment,New York,Tablet,12.7,False,approved
TX-20260511-000381,2103.59,2026-04-17 19:50:33,ACC-1530,Deposit,Sydney,Desktop,13.8,False,approved
TX-20260511-000382,70.17,2026-04-08 02:50:33,ACC-1720,Deposit,Singapore,Tablet,1.7,False,approved
TX-20260511-000383,92634.22,2026-04-04 12:50:33,ACC-1938,Deposit,Singapore,Desktop,45.8,False,reviewing
TX-20260511-000384,98020.17,2026-04-24 08:50:33,ACC-1462,Transfer,Paris,Desktop,49.9,False,reviewing
TX-20260511-000385,8846.06,2026-02-13 00:50:33,ACC-1683,Withdrawal,London,Tablet,26.5,False,approved
TX-20260511-000386,2040.54,2026-03-03 01:50:33,ACC-1912,Withdrawal,Tokyo,Tablet,23.8,False,approved
TX-20260511-000387,5367.55,2026-02-09 12:50:33,ACC-1653,Transfer,Mumbai,Tablet,3.7,False,approved
TX-20260511-000388,235.23,2026-04-13 07:50:33,ACC-1205,Transfer,Singapore,Mobile,14.0,False,approved
TX-20260511-000389,2572.13,2026-05-07 23:50:33,ACC-1567,Refund,Mumbai,Mobile,5.7,False,approved
TX-20260511-000390,28905.19,2026-03-02 06:50:33,ACC-1626,Payment,London,Mobile,38.9,False,approved
TX-20260511-000391,9505.49,2026-03-21 12:50:33,ACC-1736,Deposit,Sydney,Mobile,14.0,False,approved
TX-20260511-000392,3491.42,2026-03-19 16:50:33,ACC-1075,Transfer,Mumbai,Tablet,5.2,False,approved
TX-20260511-000393,403.01,2026-05-01 20:50:33,ACC-1477,Purchase,Sydney,Mobile,1.5,False,approved
TX-20260511-000394,1491.53,2026-04-24 17:50:33,ACC-1655,Refund,Tokyo,Desktop,14.9,False,approved
TX-20260511-000395,16789.33,2026-03-16 18:50:33,ACC-1932,Payment,London,Tablet,20.0,False,approved
TX-20260511-000396,1040.04,2026-04-22 01:50:33,ACC-1168,Transfer,Mumbai,Tablet,25.8,False,approved
TX-20260511-000397,1102.85,2026-04-12 23:50:33,ACC-1970,Refund,Dubai,Desktop,40.7,False,reviewing
TX-20260511-000398,9143.04,2026-04-09 04:50:33,ACC-1650,Refund,Dubai,Desktop,36.4,False,approved
TX-20260511-000399,1041.85,2026-02-20 01:50:33,ACC-1629,Refund,London,Tablet,31.9,False,approved
TX-20260511-000400,2064.82,2026-02-18 05:50:33,ACC-1606,Refund,Tokyo,Desktop,11.9,False,approved
TX-20260511-000401,549.35,2026-02-15 15:50:33,ACC-1737,Refund,Mumbai,Tablet,28.3,False,approved
TX-20260511-000402,1311.29,2026-05-06 10:50:33,ACC-1083,Payment,Toronto,Mobile,28.7,False,approved
TX-20260511-000403,730.21,2026-02-17 04:50:33,ACC-1785,Refund,Shanghai,Tablet,29.8,False,approved
TX-20260511-000404,8106.9,2026-02-19 10:50:33,ACC-1509,Purchase,Sydney,Mobile,29.7,False,approved
TX-20260511-000405,291.69,2026-02-18 01:50:33,ACC-1494,Transfer,Shanghai,Mobile,15.0,False,approved
TX-20260511-000406,6998.66,2026-03-14 08:50:33,ACC-1705,Payment,Tokyo,Mobile,4.1,False,approved
TX-20260511-000407,34289.52,2026-03-18 19:50:33,ACC-1475,Transfer,Mumbai,Tablet,19.7,False,approved
TX-20260511-000408,345.24,2026-04-23 00:50:33,ACC-1882,Purchase,Mumbai,Tablet,12.6,False,approved
TX-20260511-000409,476.58,2026-03-27 22:50:33,ACC-1133,Withdrawal,Sydney,Tablet,3.7,False,approved
TX-20260511-000410,13996.95,2026-04-28 00:50:33,ACC-1247,Deposit,London,Mobile,29.1,False,approved
TX-20260511-000411,3508.04,2026-03-15 03:50:33,ACC-1144,Payment,New York,Mobile,31.4,False,approved
TX-20260511-000412,36638.64,2026-03-22 15:50:33,ACC-1428,Transfer,Tokyo,Mobile,23.4,False,approved
TX-20260511-000413,5588.85,2026-02-26 11:50:33,ACC-1320,Transfer,Tokyo,Mobile,39.9,False,approved
TX-20260511-000414,674.49,2026-03-06 20:50:33,ACC-1510,Withdrawal,Paris,Desktop,27.0,False,approved
TX-20260511-000415,7662.71,2026-04-29 22:50:33,ACC-1517,Deposit,Singapore,Desktop,13.0,False,approved
TX-20260511-000416,1338.27,2026-02-25 23:50:33,ACC-1049,Payment,Dubai,Mobile,29.4,False,approved
TX-20260511-000417,361.15,2026-02-23 14:50:33,ACC-1688,Deposit,Dubai,Tablet,10.2,False,approved
TX-20260511-000418,2090.44,2026-05-10 07:50:33,ACC-1441,Transfer,Dubai,Tablet,8.4,False,approved
TX-20260511-000419,1644.86,2026-03-25 22:50:33,ACC-1374,Payment,Shanghai,Desktop,1.2,False,approved
TX-20260511-000420,598.31,2026-02-27 17:50:33,ACC-1199,Withdrawal,Sydney,Mobile,25.4,False,approved
TX-20260511-000421,784.76,2026-05-01 22:50:33,ACC-1516,Deposit,Sydney,Mobile,4.9,False,approved
TX-20260511-000422,569.61,2026-02-20 13:50:33,ACC-1625,Payment,Tokyo,Desktop,2.7,False,approved
TX-20260511-000423,118.0,2026-03-21 23:50:33,ACC-1813,Withdrawal,Sydney,Mobile,14.9,False,approved
TX-20260511-000424,1673.61,2026-04-23 04:50:33,ACC-1616,Refund,Shanghai,Tablet,12.9,False,approved
TX-20260511-000425,5978.7,2026-05-06 09:50:33,ACC-1039,Transfer,Mumbai,Mobile,30.4,False,approved
TX-20260511-000426,1038.37,2026-03-05 20:50:33,ACC-1152,Refund,Sydney,Desktop,5.3,False,approved
TX-20260511-000427,5715.58,2026-03-30 15:50:33,ACC-1326,Transfer,Shanghai,Tablet,32.7,False,approved
TX-20260511-000428,3109.67,2026-04-02 16:50:33,ACC-1344,Refund,Sydney,Tablet,23.2,False,approved
TX-20260511-000429,2940.46,2026-03-09 12:50:33,ACC-1576,Withdrawal,Paris,Desktop,10.3,False,approved
TX-20260511-000430,1374.18,2026-03-25 00:50:33,ACC-1689,Payment,Shanghai,Tablet,22.7,False,approved
TX-20260511-000431,12060.18,2026-04-01 11:50:33,ACC-1893,Purchase,New York,Tablet,12.0,False,approved
TX-20260511-000432,278.14,2026-03-12 02:50:33,ACC-1990,Purchase,Toronto,Tablet,14.6,False,approved
TX-20260511-000433,3146.88,2026-04-11 11:50:33,ACC-1052,Refund,Paris,Desktop,8.9,False,approved
TX-20260511-000434,728.51,2026-03-04 14:50:33,ACC-1738,Refund,Shanghai,Desktop,0.6,False,approved
TX-20260511-000435,2401.55,2026-02-13 03:50:33,ACC-1032,Refund,London,Desktop,23.2,False,approved
TX-20260511-000436,1061.03,2026-05-08 20:50:33,ACC-1321,Deposit,Tokyo,Mobile,29.7,False,approved
TX-20260511-000437,2713.55,2026-02-12 04:50:33,ACC-1420,Refund,Toronto,Mobile,3.6,False,approved
TX-20260511-000438,939.5,2026-05-03 12:50:33,ACC-1141,Refund,Singapore,Tablet,9.9,False,approved
TX-20260511-000439,1286.03,2026-03-30 13:50:33,ACC-1489,Refund,Shanghai,Mobile,3.8,False,approved
TX-20260511-000440,6222.67,2026-04-18 20:50:33,ACC-1934,Refund,Mumbai,Tablet,4.4,False,approved
TX-20260511-000441,637.88,2026-03-26 13:50:33,ACC-1790,Purchase,Dubai,Tablet,10.1,False,approved
TX-20260511-000442,5273.97,2026-03-11 04:50:33,ACC-1980,Transfer,Dubai,Tablet,13.1,False,approved
TX-20260511-000443,114.35,2026-04-03 03:50:33,ACC-1964,Withdrawal,Dubai,Tablet,18.8,False,approved
TX-20260511-000444,2102.73,2026-04-14 12:50:33,ACC-1721,Deposit,Mumbai,Mobile,12.2,False,approved
TX-20260511-000445,620.35,2026-03-27 17:50:33,ACC-1956,Purchase,Dubai,Mobile,29.5,False,approved
TX-20260511-000446,12122.97,2026-04-25 16:50:33,ACC-1692,Refund,Shanghai,Mobile,31.9,False,approved
TX-20260511-000447,1421.32,2026-03-28 06:50:33,ACC-1297,Payment,Dubai,Tablet,6.1,False,approved
TX-20260511-000448,10139.32,2026-04-30 23:50:33,ACC-1946,Deposit,Dubai,Tablet,5.5,False,approved
TX-20260511-000449,419.02,2026-03-11 04:50:33,ACC-1206,Refund,Dubai,Tablet,33.1,False,approved
TX-20260511-000450,8942.03,2026-02-11 02:50:33,ACC-1140,Payment,Toronto,Tablet,29.5,False,approved
TX-20260511-000451,465.24,2026-02-25 03:50:33,ACC-1248,Payment,Sydney,Desktop,14.5,False,approved
TX-20260511-000452,5988.33,2026-02-19 03:50:33,ACC-1053,Payment,Shanghai,Mobile,26.2,False,approved
TX-20260511-000453,3827.55,2026-03-12 07:50:33,ACC-1697,Transfer,New York,Tablet,40.3,False,reviewing
TX-20260511-000454,7203.34,2026-04-20 21:50:33,ACC-1668,Deposit,Paris,Tablet,29.6,False,approved
TX-20260511-000455,6393.28,2026-04-16 01:50:33,ACC-1328,Withdrawal,New York,Desktop,3.6,False,approved
TX-20260511-000456,499.23,2026-02-16 16:50:33,ACC-1237,Refund,New York,Desktop,10.4,False,approved
TX-20260511-000457,3274.85,2026-03-19 05:50:33,ACC-1956,Payment,Shanghai,Mobile,12.5,False,approved
TX-20260511-000458,15361.24,2026-04-17 11:50:33,ACC-1985,Withdrawal,New York,Desktop,40.5,False,reviewing
TX-20260511-000459,7066.03,2026-04-02 16:50:33,ACC-1617,Payment,Mumbai,Mobile,9.8,False,approved
TX-20260511-000460,592.89,2026-03-13 14:50:33,ACC-1556,Refund,Paris,Desktop,11.7,False,approved
TX-20260511-000461,206.86,2026-03-07 20:50:33,ACC-1279,Transfer,London,Mobile,21.3,False,approved
TX-20260511-000462,7410.82,2026-04-20 11:50:33,ACC-1469,Purchase,Dubai,Tablet,23.1,False,approved
TX-20260511-000463,21305.88,2026-04-18 10:50:33,ACC-1754,Withdrawal,Dubai,Tablet,20.1,False,approved
TX-20260511-000464,5906.64,2026-02-14 04:50:33,ACC-1179,Refund,Shanghai,Mobile,7.2,False,approved
TX-20260511-000465,76688.23,2026-03-07 00:50:33,ACC-1088,Deposit,London,Desktop,45.4,False,reviewing
TX-20260511-000466,26461.02,2026-04-23 19:50:33,ACC-1331,Transfer,New York,Mobile,11.2,False,approved
TX-20260511-000467,44307.42,2026-03-23 03:50:33,ACC-1457,Withdrawal,Mumbai,Mobile,36.1,False,approved
TX-20260511-000468,621.9,2026-02-25 11:50:33,ACC-1586,Payment,Dubai,Tablet,2.7,False,approved
TX-20260511-000469,156.1,2026-03-25 12:50:33,ACC-1241,Payment,London,Mobile,1.9,False,approved
TX-20260511-000470,4087.57,2026-04-02 05:50:33,ACC-1415,Purchase,Sydney,Tablet,13.9,False,approved
TX-20260511-000471,2328.91,2026-04-01 12:50:33,ACC-1120,Purchase,Dubai,Mobile,9.1,False,approved
TX-20260511-000472,463.14,2026-02-22 03:50:33,ACC-1224,Transfer,Paris,Desktop,11.1,False,approved
TX-20260511-000473,7393.15,2026-03-13 11:50:33,ACC-1620,Withdrawal,Shanghai,Tablet,7.8,False,approved
TX-20260511-000474,860.32,2026-03-01 19:50:33,ACC-1775,Refund,Singapore,Desktop,2.8,False,approved
